id,name,type,source
concept_A_visually_appealing_design_that_will_attract_customers,"A visually appealing design that will attract customers","concept","MISeD"
concept_A_durable_design_that_will_withstand_everyday_use,"A durable design that will withstand everyday use","concept","MISeD"
concept_A_design_that_incorporates_new_and_innovative_features_not_found_in_existing_remote_controls,"A design that incorporates new and innovative features not found in existing remote controls","concept","MISeD"
concept_They_would_create_a_user-friendly_remote_control_for_televisions,_incorporating_the_company's_motto_and_considering_the_needs_of_people_with_disabilities,"They would create a user-friendly remote control for televisions, incorporating the company's motto and considering the needs of people with disabilities","concept","MISeD"
concept_The_remote_control_should_be_light_in_weight_and_easy_to_use,"The remote control should be light in weight and easy to use","concept","MISeD"
concept_The_production_price_was_set_at_approximately_twelve_and_a_half_Euros,_with_a_selling_price_of_twenty_five_Euros,"The production price was set at approximately twelve and a half Euros, with a selling price of twenty five Euros","concept","MISeD"
concept_The_User_Interface_Designer_mentioned_a_preference_for_pen_and_paper_over_the_electronic_whiteboard,"The User Interface Designer mentioned a preference for pen and paper over the electronic whiteboard","concept","MISeD"
topic_Broer,"Broer","topic","MISeD"
concept_The_participants_discussed_potential_cost_issues_and_the_need_to_consider_the_docking_station_in_future_design_considerations,"The participants discussed potential cost issues and the need to consider the docking station in future design considerations","concept","MISeD"
concept_They_identified_the_importance_of_evaluating_innovative_technology_for_the_remote_control,_while_acknowledging_that_some_proposed_features_may_not_be_feasible_due_to_cost_constraints,"They identified the importance of evaluating innovative technology for the remote control, while acknowledging that some proposed features may not be feasible due to cost constraints","concept","MISeD"
concept_The_participants_discussed_the_evaluation_criteria_for_the_remote_control,_including_factors_such_as_aesthetics,_functionality,_and_user-friendliness,"The participants discussed the evaluation criteria for the remote control, including factors such as aesthetics, functionality, and user-friendliness","concept","MISeD"
concept_They_agreed_to_conduct_a_detailed_evaluation_of_the_design_based_on_a_set_of_predetermined_criteria_and_assign_scores_to_specific_aspects_of_the_remote_control's_design,"They agreed to conduct a detailed evaluation of the design based on a set of predetermined criteria and assign scores to specific aspects of the remote control's design","concept","MISeD"
concept_Using_a_scroll-wheel_requires_a_regular_chip,_and_using_a_display_requires_an_advanced_chip,"Using a scroll-wheel requires a regular chip, and using a display requires an advanced chip","concept","MISeD"
concept_The_remote_control_does_not_have_a_scroll-wheel_or_a_display,"The remote control does not have a scroll-wheel or a display","concept","MISeD"
concept_Functions_related_to_the_sample_sensor_and_sample_speaker_can_be_supported_by_a_simple_chip,"Functions related to the sample sensor and sample speaker can be supported by a simple chip","concept","MISeD"
concept_The_participants_acknowledged_that_the_cost_of_the_remote_control_was_a_concern,"The participants acknowledged that the cost of the remote control was a concern","concept","MISeD"
concept_They_discussed_the_feasibility_of_including_a_docking_station,_considering_its_potential_impact_on_the_overall_cost,"They discussed the feasibility of including a docking station, considering its potential impact on the overall cost","concept","MISeD"
concept_They_recognized_the_need_to_balance_the_desire_for_innovative_technology_with_cost_constraints,"They recognized the need to balance the desire for innovative technology with cost constraints","concept","MISeD"
concept_The_participants_considered_the_cost_implications_of_various_components,_such_as_the_number_of_push-buttons,_and_explored_cost-saving_alternatives,"The participants considered the cost implications of various components, such as the number of push-buttons, and explored cost-saving alternatives","concept","MISeD"
concept_The_overall_design_philosophy_and_the_desire_to_create_a_remote_control_that_is_unique_and_appealing_to_consumers,"The overall design philosophy and the desire to create a remote control that is unique and appealing to consumers","concept","MISeD"
concept_The_target_group_for_the_remote_control_and_their_preferences_in_terms_of_features_and_functionality,"The target group for the remote control and their preferences in terms of features and functionality","concept","MISeD"
concept_The_competitive_landscape_and_the_need_to_differentiate_the_remote_control_from_existing_products_on_the_market,"The competitive landscape and the need to differentiate the remote control from existing products on the market","concept","MISeD"
concept_The_potential_impact_of_advanced_features_on_the_overall_user_experience_and_satisfaction_with_the_product,"The potential impact of advanced features on the overall user experience and satisfaction with the product","concept","MISeD"
concept_Creating_a_unique_and_appealing_design_that_sets_it_apart_visually,"Creating a unique and appealing design that sets it apart visually","concept","MISeD"
concept_Incorporating_innovative_features_and_functionality_that_provide_a_better_user_experience,"Incorporating innovative features and functionality that provide a better user experience","concept","MISeD"
concept_Focusing_on_quality_materials_and_construction_to_ensure_durability_and_reliability,"Focusing on quality materials and construction to ensure durability and reliability","concept","MISeD"
concept_Exploring_the_use_of_sustainable_materials_and_environmentally_friendly_manufacturing_processes_to_appeal_to_eco-conscious_consumers,"Exploring the use of sustainable materials and environmentally friendly manufacturing processes to appeal to eco-conscious consumers","concept","MISeD"
concept_Conducting_thorough_market_research_to_understand_consumer_preferences_and_identify_unmet_needs,"Conducting thorough market research to understand consumer preferences and identify unmet needs","concept","MISeD"
concept_75%_of_users_find_most_remote_controls_ugly,"75% of users find most remote controls ugly","concept","MISeD"
concept_80%_of_users_would_spend_more_money_on_a_remote_control_that_looks_fancy,"80% of users would spend more money on a remote control that looks fancy","concept","MISeD"
concept_50%_of_users_report_that_the_remote_control_gets_lost_a_lot_of_the_time,"50% of users report that the remote control gets lost a lot of the time","concept","MISeD"
concept_The_Industrial_Design_team_presented_their_findings_on_the_components_and_materials_for_the_new_remote_control,"The Industrial Design team presented their findings on the components and materials for the new remote control","concept","MISeD"
concept_They_recommended_using_wood_as_the_case_material,_and_an_advanced_chip_with_integrated_sensor_and_speaker_for_the_electronics,"They recommended using wood as the case material, and an advanced chip with integrated sensor and speaker for the electronics","concept","MISeD"
concept_The_User_Interface_speaker_raised_concerns_about_the_usefulness_of_a_display_screen_on_the_remote,_considering_the_large_display_of_the_TV,"The User Interface speaker raised concerns about the usefulness of a display screen on the remote, considering the large display of the TV","concept","MISeD"
concept_The_Marketing_speaker_emphasized_the_importance_of_creating_a_product_that_is_simple,_easy_to_use,_and_has_a_unique_design,"The Marketing speaker emphasized the importance of creating a product that is simple, easy to use, and has a unique design","concept","MISeD"
concept_The_Project_Manager_tasked_both_the_Industrial_Design_and_User_Interface_teams_to_create_a_prototype_of_the_remote_control_for_review_at_the_next_meeting,"The Project Manager tasked both the Industrial Design and User Interface teams to create a prototype of the remote control for review at the next meeting","concept","MISeD"
concept_The_Marketing_speaker_was_asked_to_research_the_cost_of_adding_a_display_screen_to_the_remote_and_to_develop_a_marketing_strategy,"The Marketing speaker was asked to research the cost of adding a display screen to the remote and to develop a marketing strategy","concept","MISeD"
concept_The_decision_to_remove_color_options_as_a_design_element_was_made_in_favor_of_a_more_sleek_design,"The decision to remove color options as a design element was made in favor of a more sleek design","concept","MISeD"
concept_Eighty_percent_(80%)_of_users_responded_that_they_would_spend_more_money_on_a_remote_that_looked_fancy,"Eighty percent (80%) of users responded that they would spend more money on a remote that looked fancy","concept","MISeD"
concept_Seventy-five_percent_(75%)_of_users_responded_that_they_found_a_plain_remote_to_be_ugly,"Seventy-five percent (75%) of users responded that they found a plain remote to be ugly","concept","MISeD"
concept_The_participants_decided_to_use_an_LCD_screen_because_it_is_new_technology_that_younger_age_groups_are_interested_in,"The participants decided to use an LCD screen because it is new technology that younger age groups are interested in","concept","MISeD"
concept_LCD_screens_also_allow_for_multiple_buttons_to_be_displayed_on_the_screen_at_once,_while_still_allowing_for_a_sleek_design,"LCD screens also allow for multiple buttons to be displayed on the screen at once, while still allowing for a sleek design","concept","MISeD"
concept_The_participants_discussed_some_ideas_to_help_subdivide_types_of_overlaps_further,_including,"The participants discussed some ideas to help subdivide types of overlaps further, including","concept","MISeD"
concept_Examining_cases_where_A_begins_speaking,_B_overlaps_with_A,_A_reasserts_the_floor,_and_B_overlaps_again,"Examining cases where A begins speaking, B overlaps with A, A reasserts the floor, and B overlaps again","concept","MISeD"
concept_Analyzing_overlaps_that_occur_between_more_than_two_speakers,"Analyzing overlaps that occur between more than two speakers","concept","MISeD"
concept_Investigating_the_use_of_Adam's_method_for_handling_overlaps,"Investigating the use of Adam's method for handling overlaps","concept","MISeD"
concept_The_participants_discussed_considering_an_experiment_with_varied_group_sizes_for_future_meetings,_to_further_investigate_the_relationship_between_group_size_and_overlap_frequency,"The participants discussed considering an experiment with varied group sizes for future meetings, to further investigate the relationship between group size and overlap frequency","concept","MISeD"
concept_The_idea_of_recording_a_meeting_with_participants_wearing_blindfolds_was_proposed,_to_examine_how_visual_cues_may_influence_overlap_patterns,"The idea of recording a meeting with participants wearing blindfolds was proposed, to examine how visual cues may influence overlap patterns","concept","MISeD"
concept_The_group_briefly_entertained_the_idea_of_erecting_barriers_between_participants_to_further_restrict_visual_contact,_but_acknowledged_the_logistical_challenges_of_doing_so,"The group briefly entertained the idea of erecting barriers between participants to further restrict visual contact, but acknowledged the logistical challenges of doing so","concept","MISeD"
topic_Levels,"Levels","topic","MISeD"
topic_Andrew,"Andrew","topic","MISeD"
topic_Clark,"Clark","topic","MISeD"
concept_Representatives_of_the_Higher_Education_Funding_Council_for_Wales_stated_that_applications_from_EU_students_for_Welsh_universities_have_decreased_by_8%,_while_applications_from_non-EU_students_have_decreased_by_9%,"Representatives of the Higher Education Funding Council for Wales stated that applications from EU students for Welsh universities have decreased by 8%, while applications from non-EU students have decreased by 9%","concept","MISeD"
concept_The_decline_in_EU_student_applications_was_attributed_to_the_changes_in_financial_support_arrangements_for_the_students_after_Brexit,"The decline in EU student applications was attributed to the changes in financial support arrangements for the students after Brexit","concept","MISeD"
concept_The_participants_in_the_meeting_agreed_that_EU_students_who_wish_to_study_in_Wales_will_now_have_to_pay_the_full_fee,_which_is_a_change_from_the_previous_system,_where_they_were_eligible_for_grants_like_Welsh_students,"The participants in the meeting agreed that EU students who wish to study in Wales will now have to pay the full fee, which is a change from the previous system, where they were eligible for grants like Welsh students","concept","MISeD"
concept_The_meeting_participants_identified_EU_research_funding_as_an_area_that_could_be_affected_by_Brexit,"The meeting participants identified EU research funding as an area that could be affected by Brexit","concept","MISeD"
concept_They_also_mentioned_the_uncertainties_surrounding_the_new_funding_formula_for_higher_education_in_Wales,_which_will_replace_the_current_system_that_is_based_on_the_recommendations_of_the_Diamond_Review,"They also mentioned the uncertainties surrounding the new funding formula for higher education in Wales, which will replace the current system that is based on the recommendations of the Diamond Review","concept","MISeD"
concept_A_representative_of_the_Higher_Education_Funding_Council_for_Wales_stated_that_there_was_currently_a_lack_of_clarity_regarding_the_amount_of_funding_that_would_be_available_to_Welsh_universities_under_the_new_formula,"A representative of the Higher Education Funding Council for Wales stated that there was currently a lack of clarity regarding the amount of funding that would be available to Welsh universities under the new formula","concept","MISeD"
topic_Bethan,"Bethan","topic","MISeD"
topic_Owen,"Owen","topic","MISeD"
concept_The_implementation_of_the_Diamond_Review_recommendations_will_introduce_funding_to_re-establish_funding_for_higher_cost_provision,_innovation,_and_maintain_research_funding,"The implementation of the Diamond Review recommendations will introduce funding to re-establish funding for higher cost provision, innovation, and maintain research funding","concept","MISeD"
concept_During_the_transition_period,_Welsh_universities_are_minimizing_cost_reductions_in_order_to_maintain_the_infrastructure_to_be_able_to_get_the_best_value_when_the_funding_comes,"During the transition period, Welsh universities are minimizing cost reductions in order to maintain the infrastructure to be able to get the best value when the funding comes","concept","MISeD"
concept_There_is_an_element_of_double_cost_during_the_transition_period_due_to_the_need_to_support_students_under_both_the_previous_and_new_arrangements,_hence_it_is_difficult_to_tell_how_much_funding_will_be_available_beyond_2018-19,"There is an element of double cost during the transition period due to the need to support students under both the previous and new arrangements, hence it is difficult to tell how much funding will be available beyond 2018-19","concept","MISeD"
concept_Seven_of_the_eight_Welsh_universities_are_including_international_mobility_in_their_fee_and_access_plans,_some_with_targets_and_others_with_stated_plans,"Seven of the eight Welsh universities are including international mobility in their fee and access plans, some with targets and others with stated plans","concept","MISeD"
concept_The_student_protection_arrangements_that_must_be_put_in_place_by_institutions_that_deliver_higher_education,_including_FE_institutions,_have_been_reviewed_and_will_be_further_developed,"The student protection arrangements that must be put in place by institutions that deliver higher education, including FE institutions, have been reviewed and will be further developed","concept","MISeD"
concept_The_Welsh_universities_were_operating_with_managed_deficits,"The Welsh universities were operating with managed deficits","concept","MISeD"
concept_The_changes_brought_by_Brexit_may_cause_disruptions_to_this_financial_balance,"The changes brought by Brexit may cause disruptions to this financial balance","concept","MISeD"
concept_Deficit_budgets_were_being_run_by_institutions_to_avoid_losing_infrastructure,_assuming_that_funding_from_the_Diamond_Review_would_come_in_the_future,"Deficit budgets were being run by institutions to avoid losing infrastructure, assuming that funding from the Diamond Review would come in the future","concept","MISeD"
concept_The_Welsh_Government_should_work_with_UK_Government_to_put_in_place_measures_that_will_support_the_sector_during_the_transition_period,"The Welsh Government should work with UK Government to put in place measures that will support the sector during the transition period","concept","MISeD"
concept_The_Welsh_Government_should_ensure_that_the_funding_from_the_Diamond_Review_is_released_as_soon_as_possible_to_help_the_sector_return_to_long-term_financial_sustainability,"The Welsh Government should ensure that the funding from the Diamond Review is released as soon as possible to help the sector return to long-term financial sustainability","concept","MISeD"
concept_Universities_need_to_focus_on_strengthening_global_engagement_and_marketing_Wales_overseas,_as_well_as_within_the_UK,_to_attract_more_international_students,"Universities need to focus on strengthening global engagement and marketing Wales overseas, as well as within the UK, to attract more international students","concept","MISeD"
concept_The_sector_is_also_working_at_a_UK_level_to_lobby_the_UK_government_to_maintain_access_to_the_successor_of_Horizon_2020_and_other_EU_funding_programs,"The sector is also working at a UK level to lobby the UK government to maintain access to the successor of Horizon 2020 and other EU funding programs","concept","MISeD"
concept_The_institutions_are_undertaking_efforts_to_strengthen_international_engagement_and_promote_Wales_as_a_study_destination,"The institutions are undertaking efforts to strengthen international engagement and promote Wales as a study destination","concept","MISeD"
concept_The_sector_is_lobbying_the_UK_government_to_ensure_access_to_funding_opportunities_that_support_international_student_mobility,_such_as_the_successor_of_Horizon_2020,"The sector is lobbying the UK government to ensure access to funding opportunities that support international student mobility, such as the successor of Horizon 2020","concept","MISeD"
concept_Welsh_universities_are_working_together_with_other_UK_institutions_to_collectively_advocate_for_maintaining_access_to_EU_funding_programs_and_research_collaborations,"Welsh universities are working together with other UK institutions to collectively advocate for maintaining access to EU funding programs and research collaborations","concept","MISeD"
concept_The_managed_deficits_meant_that_the_financial_sustainability_of_Welsh_universities_was_vulnerable_to_external_shocks,"The managed deficits meant that the financial sustainability of Welsh universities was vulnerable to external shocks","concept","MISeD"
concept_The_participants_were_concerned_that_the_uncertainties_created_by_Brexit_could_potentially_disrupt_the_sector's_financial_balance,"The participants were concerned that the uncertainties created by Brexit could potentially disrupt the sector's financial balance","concept","MISeD"
concept_The_institutions_were_managing_the_deficits_by_minimizing_cost_reductions_in_order_to_maintain_infrastructure,_but_this_strategy_was_not_sustainable_in_the_long_term,"The institutions were managing the deficits by minimizing cost reductions in order to maintain infrastructure, but this strategy was not sustainable in the long term","concept","MISeD"
concept_The_design_of_the_remote_control_was_influenced_by_the_need_for_it_to_be_trendy_and_original,_appealing_to_a_younger_generation_of_customers,"The design of the remote control was influenced by the need for it to be trendy and original, appealing to a younger generation of customers","concept","MISeD"
concept_The_team_also_discussed_the_importance_of_making_the_remote_control_user-friendly,_ensuring_that_it_is_easy_to_use,_even_for_those_with_visual_impairments_or_those_who_may_struggle_with_traditional_remote_control_designs,"The team also discussed the importance of making the remote control user-friendly, ensuring that it is easy to use, even for those with visual impairments or those who may struggle with traditional remote control designs","concept","MISeD"
concept_This_hidden_panel_allows_for_a_cleaner_look,_making_the_remote_control_more_aesthetically_pleasing,"This hidden panel allows for a cleaner look, making the remote control more aesthetically pleasing","concept","MISeD"
concept_It_also_eliminates_the_issue_of_having_too_many_buttons_on_the_remote_control,_which_can_be_overwhelming_and_confusing_for_users,"It also eliminates the issue of having too many buttons on the remote control, which can be overwhelming and confusing for users","concept","MISeD"
concept_Additionally,_by_keeping_the_commonly_used_buttons_visible_and_easily_accessible,_it_enhances_the_user-friendliness_of_the_remote_control,"Additionally, by keeping the commonly used buttons visible and easily accessible, it enhances the user-friendliness of the remote control","concept","MISeD"
topic_Alec,"Alec","topic","MISeD"
concept_They_emphasized_the_need_for_a_universally_accepted_design_that_would_have_a_wider_appeal_to_ensure_commercial_success,"They emphasized the need for a universally accepted design that would have a wider appeal to ensure commercial success","concept","MISeD"
concept_The_designer_acknowledged_the_importance_of_striking_a_balance_between_novelty_and_mass_appeal_to_maximize_sales,"The designer acknowledged the importance of striking a balance between novelty and mass appeal to maximize sales","concept","MISeD"
concept_The_team_aimed_for_a_selling_price_of_twenty-five_Euros,"The team aimed for a selling price of twenty-five Euros","concept","MISeD"
concept_They_wanted_to_keep_the_production_cost_under_twelve_Euros_and_fifty_cents,_resulting_in_a_potential_profit_margin_of_over_100%,"They wanted to keep the production cost under twelve Euros and fifty cents, resulting in a potential profit margin of over 100%","concept","MISeD"
concept_The_ultimate_goal_was_to_generate_fifty_million_Euros_in_revenue,"The ultimate goal was to generate fifty million Euros in revenue","concept","MISeD"
concept_The_Industrial_Designer_explained_the_technical_aspects_of_the_remote_control's_design,_including_the_battery,_power_supply,_user_interface,_electronic_chip,_and_infrared_component,"The Industrial Designer explained the technical aspects of the remote control's design, including the battery, power supply, user interface, electronic chip, and infrared component","concept","MISeD"
concept_They_estimated_that_it_would_take_one_month_to_develop_a_standard_remote_control_with_buttons,_but_eight_months_to_develop_one_with_speech_recognition,"They estimated that it would take one month to develop a standard remote control with buttons, but eight months to develop one with speech recognition","concept","MISeD"
concept_The_Industrial_Designer_also_suggested_that_the_remote_control_could_be_configured_to_the_user's_preferences,_but_that_this_might_make_it_more_complex_to_use,"The Industrial Designer also suggested that the remote control could be configured to the user's preferences, but that this might make it more complex to use","concept","MISeD"
concept_The_meeting_primarily_focused_on_discussing_the_functional_design_of_a_new_remote_control,_considering_user_requirements_and_technical_constraints,"The meeting primarily focused on discussing the functional design of a new remote control, considering user requirements and technical constraints","concept","MISeD"
concept_Participants_discussed_the_necessary_functions_and_features_for_the_remote_control,_such_as_channel_selection,_volume_control,_and_a_previous_channel_button,"Participants discussed the necessary functions and features for the remote control, such as channel selection, volume control, and a previous channel button","concept","MISeD"
concept_The_inclusion_of_an_LCD_display_and_speech_recognition_was_also_considered,_but_ultimately_deemed_impractical_due_to_time_constraints,"The inclusion of an LCD display and speech recognition was also considered, but ultimately deemed impractical due to time constraints","concept","MISeD"
concept_Participants_emphasized_the_importance_of_making_the_remote_control_simple_and_easy_to_use,_with_a_focus_on_user-friendly_design,"Participants emphasized the importance of making the remote control simple and easy to use, with a focus on user-friendly design","concept","MISeD"
concept_They_also_discussed_the_overall_appearance_of_the_remote_control,_including_the_placement_of_buttons_and_the_use_of_backlighting_for_visibility_in_the_dark,"They also discussed the overall appearance of the remote control, including the placement of buttons and the use of backlighting for visibility in the dark","concept","MISeD"
concept_**Reduced_time_spent_searching:**_Users_would_no_longer_have_to_waste_time_searching_for_the_remote_control_when_they_need_it,"**Reduced time spent searching:** Users would no longer have to waste time searching for the remote control when they need it","concept","MISeD"
concept_**Increased_convenience:**_Being_able_to_locate_the_remote_control_easily_would_make_it_more_convenient_for_users_to_operate_their_devices,"**Increased convenience:** Being able to locate the remote control easily would make it more convenient for users to operate their devices","concept","MISeD"
concept_**Enhanced_user_experience:**_This_feature_would_improve_the_overall_user_experience_by_eliminating_the_frustration_associated_with_losing_the_remote_control,"**Enhanced user experience:** This feature would improve the overall user experience by eliminating the frustration associated with losing the remote control","concept","MISeD"
topic_Local,"Local","topic","MISeD"
topic_Association,"Association","topic","MISeD"
topic_Alastair,"Alastair","topic","MISeD"
topic_Birch,"Birch","topic","MISeD"
concept_The_need_for_greater_clarity_around_the_definition_of_corporal_punishment,"The need for greater clarity around the definition of corporal punishment","concept","MISeD"
concept_The_importance_of_ensuring_there_is_sufficient_resource_to_support_the_implementation_of_the_Bill,_including_awareness_raising_campaigns_and_training_for_professionals,"The importance of ensuring there is sufficient resource to support the implementation of the Bill, including awareness raising campaigns and training for professionals","concept","MISeD"
concept_The_potential_impact_on_the_number_of_children_in_care_and_the_need_for_investment_in_preventative_services_to_address_the_root_causes_of_child_neglect_and_abuse,"The potential impact on the number of children in care and the need for investment in preventative services to address the root causes of child neglect and abuse","concept","MISeD"
concept_Volume_control,"Volume control","concept","MISeD"
concept_Channel_changing,"Channel changing","concept","MISeD"
concept_Menu_navigation,"Menu navigation","concept","MISeD"
concept_Power_on/off,"Power on/off","concept","MISeD"
concept_The_participants_decided_to_incorporate_a_small_transmitter_and_speaker_into_the_remote_control,"The participants decided to incorporate a small transmitter and speaker into the remote control","concept","MISeD"
concept_This_will_enable_the_remote_control_to_emit_a_beeping_sound_and_flash_an_LED_light_when_activated,_making_it_easier_to_locate_if_it_is_lost,"This will enable the remote control to emit a beeping sound and flash an LED light when activated, making it easier to locate if it is lost","concept","MISeD"
concept_A_joystick_for_easy_navigation,"A joystick for easy navigation","concept","MISeD"
concept_A_small_LCD_screen_to_display_information,"A small LCD screen to display information","concept","MISeD"
concept_Two_additional_function_buttons_for_specific_tasks,"Two additional function buttons for specific tasks","concept","MISeD"
concept_An_"OK"_button_to_confirm_selections,"An ""OK"" button to confirm selections","concept","MISeD"
concept_They_have_completed_an_English_language_parser_that_does_everything_the_German_parser_does_and_is_now_working_on_expanding_to_other_languages,"They have completed an English language parser that does everything the German parser does and is now working on expanding to other languages","concept","MISeD"
concept_They_are_currently_working_on_adding_a_new_sentence_type_and_making_up_some_new_M-three-Ls,"They are currently working on adding a new sentence type and making up some new M-three-Ls","concept","MISeD"
concept_They_plan_to_modify_the_parser_to_allow_for_the_creation_of_additional_sentence_types_in_the_future,"They plan to modify the parser to allow for the creation of additional sentence types in the future","concept","MISeD"
concept_Professor_B_believed_that_the_EVA_vectors_should_logically_be_stored_within_the_ontology_itself,"Professor B believed that the EVA vectors should logically be stored within the ontology itself","concept","MISeD"
concept_If_specific_information_for_an_object_is_not_found_in_the_ontology,_they_should_go_up_the_hierarchy_until_they_reach_the_highest_level_where_a_prior_can_be_obtained,"If specific information for an object is not found in the ontology, they should go up the hierarchy until they reach the highest level where a prior can be obtained","concept","MISeD"
topic_Noisy,"Noisy","topic","MISeD"
concept_Ten_number_buttons,"Ten number buttons","concept","MISeD"
concept_Volume_up_and_down_buttons,"Volume up and down buttons","concept","MISeD"
concept_A_mute_button,"A mute button","concept","MISeD"
concept_A_power_button,"A power button","concept","MISeD"
concept_A_standby_button,"A standby button","concept","MISeD"
concept_The_participants_chose_to_work_on_creating_presentation_slides_for_Eurospeech_and_AVIOS_conferences,"The participants chose to work on creating presentation slides for Eurospeech and AVIOS conferences","concept","MISeD"
concept_They_also_agreed_on_having_a_paper_ready_to_be_submitted_to_HLT,"They also agreed on having a paper ready to be submitted to HLT","concept","MISeD"
concept_Additionally,_the_group_decided_to_modify_the_user_interface_so_that_the_audio_from_individual_channels_could_be_switched_without_going_through_the_menu,"Additionally, the group decided to modify the user interface so that the audio from individual channels could be switched without going through the menu","concept","MISeD"
topic_Eurospeech,"Eurospeech","topic","MISeD"
concept_Professor_C._decided_not_to_submit_a_paper_to_Eurospeech_that_was_largely_similar_to_the_one_that_was_submitted_to_HLT,"Professor C. decided not to submit a paper to Eurospeech that was largely similar to the one that was submitted to HLT","concept","MISeD"
concept_The_participants_decided_to_change_the_meeting_venue_for_the_next_meeting,_as_the_current_room_was_too_small,"The participants decided to change the meeting venue for the next meeting, as the current room was too small","concept","MISeD"
concept_The_participants_could_not_finalize_the_transcripts_during_this_meeting_because_they_were_still_waiting_for_IBM_to_provide_them_with_the_forced_alignment_data_for_the_transcripts_to_be_checked_against,"The participants could not finalize the transcripts during this meeting because they were still waiting for IBM to provide them with the forced alignment data for the transcripts to be checked against","concept","MISeD"
concept_The_participants_chose_to_modify_the_user_interface_such_that_the_audio_from_individual_channels_can_be_switched_without_going_through_the_menu,"The participants chose to modify the user interface such that the audio from individual channels can be switched without going through the menu","concept","MISeD"
concept_The_participants_decided_to_change_the_venue_of_the_next_meeting_due_to_space_constraints_of_the_current_venue,"The participants decided to change the venue of the next meeting due to space constraints of the current venue","concept","MISeD"
concept_The_participants_agreed_to_wait_for_IBM_to_provide_forced_alignment_data_before_they_could_finalize_the_transcripts,"The participants agreed to wait for IBM to provide forced alignment data before they could finalize the transcripts","concept","MISeD"
concept_They_have_issues_with_the_VAD_labeling,"They have issues with the VAD labeling","concept","MISeD"
concept_The_VAD's_performance_on_channel_one_is_lower_than_on_channel_zero,"The VAD's performance on channel one is lower than on channel zero","concept","MISeD"
concept_Using_LDA_filtering_with_noisy_speech_hurts_results,"Using LDA filtering with noisy speech hurts results","concept","MISeD"
concept_Clean_LDA_filtering_improves_VTS_results,"Clean LDA filtering improves VTS results","concept","MISeD"
concept_Spectral_subtraction_with_spectral_addition,_smoothing_of_the_gain_trajectory,_a_low_pass_filter_for_latency,_and_addition_of_a_constant,_yielded_comparable_results_to_the_French_Telecom_single-stage_Wiener_filter,"Spectral subtraction with spectral addition, smoothing of the gain trajectory, a low pass filter for latency, and addition of a constant, yielded comparable results to the French Telecom single-stage Wiener filter","concept","MISeD"
concept_Smoothing_the_gain_trajectory_of_the_spectral_subtraction_algorithm_with_a_low_pass_filter_reduces_latency,"Smoothing the gain trajectory of the spectral subtraction algorithm with a low pass filter reduces latency","concept","MISeD"
concept_However,_using_a_low_pass_filter_for_latency_causes_a_3%_performance_hit_on_Italian,"However, using a low pass filter for latency causes a 3% performance hit on Italian","concept","MISeD"
topic_Italian,"Italian","topic","MISeD"
concept_There_is_no_other_information_provided_in_the_meeting_regarding_downsides_to_using_a_low_pass_filter_for_latency,"There is no other information provided in the meeting regarding downsides to using a low pass filter for latency","concept","MISeD"
concept_The_participants_briefly_discussed_that_it_caused_a_3%_performance_hit_on_Italian,_but_they_did_not_elaborate_on_other_potential_drawbacks_of_its_use,"The participants briefly discussed that it caused a 3% performance hit on Italian, but they did not elaborate on other potential drawbacks of its use","concept","MISeD"
concept_Yes,_Stephane_stated_that_using_clean_LDA_filtering_improves_VTS_results,"Yes, Stephane stated that using clean LDA filtering improves VTS results","concept","MISeD"
concept_Stephane_observed_that_using_LDA_filters_trained_with_noisy_speech_hurts_results,"Stephane observed that using LDA filters trained with noisy speech hurts results","concept","MISeD"
concept_Stephane_suggested_creating_all_the_results_for_the_entire_database_to_produce_a_final_number,"Stephane suggested creating all the results for the entire database to produce a final number","concept","MISeD"
concept_Stephane_also_recommended_writing_a_document_describing_their_approach_and_findings,"Stephane also recommended writing a document describing their approach and findings","concept","MISeD"
concept_The_overall_result_of_the_spectral_subtraction_approach_was_comparable_to_the_French_Telecom_single-stage_Wiener_filter,"The overall result of the spectral subtraction approach was comparable to the French Telecom single-stage Wiener filter","concept","MISeD"
concept_There_was_a_sizeable_improvement_in_performance_on_the_high_mismatch_cases_using_this_approach,"There was a sizeable improvement in performance on the high mismatch cases using this approach","concept","MISeD"
concept_The_biggest_improvement_was_in_well-match_and_TI-Digits,_which_only_saw_a_3-4%_improvement,"The biggest improvement was in well-match and TI-Digits, which only saw a 3-4% improvement","concept","MISeD"
concept_The_approach_did_not_improve_results_in_medium_mismatch_cases,"The approach did not improve results in medium mismatch cases","concept","MISeD"
concept_The_spectral_subtraction_approach_yielded_comparable_results_to_the_French_Telecom_single-stage_Wiener_filter,"The spectral subtraction approach yielded comparable results to the French Telecom single-stage Wiener filter","concept","MISeD"
concept_It_significantly_improved_results_in_high_mismatch_cases,_but_offered_only_a_3-4%_improvement_in_well-match_and_TI-Digits,"It significantly improved results in high mismatch cases, but offered only a 3-4% improvement in well-match and TI-Digits","concept","MISeD"
concept_It_did_not_improve_results_in_medium_mismatch_cases,"It did not improve results in medium mismatch cases","concept","MISeD"
concept_Create_results_for_the_entire_database_to_produce_a_final_number,"Create results for the entire database to produce a final number","concept","MISeD"
concept_Write_a_document_describing_the_approach_and_include_findings,"Write a document describing the approach and include findings","concept","MISeD"
